2025-07-13 06:47:19,975 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:22:59,256 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:22:59,297 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:25:39,900 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:25:39,984 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:25:40,021 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:26:14,753 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:26:14,839 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:26:14,876 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:37:18,784 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:37:18,870 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:37:18,906 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:39:30,373 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:39:30,457 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:39:30,495 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:40:52,664 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:40:52,750 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:40:52,787 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:43:35,353 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:43:35,437 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:43:35,473 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:48:08,395 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:48:08,480 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:48:08,518 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:49:15,859 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:49:15,944 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:49:15,981 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:55:50,444 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:55:50,528 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:55:50,563 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:57:07,956 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:57:08,039 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:57:08,077 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:58:53,772 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:58:53,856 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:58:53,894 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:59:33,920 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:59:34,005 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:59:34,044 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:59:34,756 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 17:59:34,756 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 17:59:34,757 car_wrap.py, line 147, INFO:my car init ok 0.011773347854614258
2025-07-13 17:59:37,753 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 17:59:37,833 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 17:59:37,838 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 17:59:37,905 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 17:59:37,910 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 17:59:37,977 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 17:59:37,982 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 17:59:38,048 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 17:59:38,256 car_wrap.py, line 798, INFO:11
2025-07-13 17:59:38,256 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 18:00:52,168 serial_wrap.py, line 78, ERROR:get_anwser error:device reports readiness to read but returned no data (device disconnected or multiple access on port?)
2025-07-13 18:00:52,170 serial_wrap.py, line 164, WARNING:尝试串口重连(1/3)...
2025-07-13 18:00:53,187 serial_wrap.py, line 170, INFO:串口重连成功，开始初始化...
2025-07-13 18:00:53,288 serial_wrap.py, line 178, WARNING:下位机握手/初始化失败，可能需要人工干预
2025-07-13 18:01:33,790 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 18:01:34,228 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 18:01:34,249 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 18:01:34,250 serial_wrap.py, line 297, INFO:load program
2025-07-13 18:01:36,063 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 18:01:36,114 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 18:01:36,737 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 18:01:36,737 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 18:01:36,739 car_wrap.py, line 147, INFO:my car init ok 0.011511087417602539
2025-07-13 18:01:39,726 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 18:01:39,806 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 18:01:39,811 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 18:01:39,880 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 18:01:39,885 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 18:01:39,954 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 18:01:39,959 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 18:01:40,029 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 18:01:40,236 car_wrap.py, line 798, INFO:11
2025-07-13 18:01:40,238 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 18:02:02,968 car_wrap.py, line 881, INFO:arm_test
2025-07-13 18:02:06,256 car_wrap.py, line 881, INFO:follow_map
2025-07-13 18:02:08,206 car_wrap.py, line 881, INFO:task_help
2025-07-13 18:02:10,320 car_wrap.py, line 881, INFO:task_food
2025-07-13 18:02:11,847 car_wrap.py, line 881, INFO:task_fun2
2025-07-13 18:02:13,320 car_wrap.py, line 881, INFO:task_answer
2025-07-13 18:02:14,797 car_wrap.py, line 881, INFO:task_ingredients
2025-07-13 18:02:17,015 car_wrap.py, line 881, INFO:send_fun
2025-07-13 18:02:18,385 car_wrap.py, line 881, INFO:camp_fun
2025-07-13 18:02:19,907 car_wrap.py, line 881, INFO:bmi_cal
2025-07-13 18:02:21,539 car_wrap.py, line 881, INFO:hanoi_tower_func
2025-07-13 18:02:44,555 serial_wrap.py, line 78, ERROR:get_anwser error:device reports readiness to read but returned no data (device disconnected or multiple access on port?)
2025-07-13 18:02:44,557 serial_wrap.py, line 164, WARNING:尝试串口重连(1/3)...
2025-07-13 18:02:45,573 serial_wrap.py, line 170, INFO:串口重连成功，开始初始化...
2025-07-13 18:02:45,674 serial_wrap.py, line 178, WARNING:下位机握手/初始化失败，可能需要人工干预
2025-07-13 18:02:59,575 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 18:03:00,013 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 18:03:00,033 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 18:03:00,033 serial_wrap.py, line 297, INFO:load program
2025-07-13 18:03:01,848 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 18:03:01,898 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 18:03:02,622 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 18:03:02,622 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 18:03:02,623 car_wrap.py, line 147, INFO:my car init ok 0.011759519577026367
2025-07-13 18:03:05,627 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 18:03:05,706 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 18:03:05,711 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 18:03:05,780 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 18:03:05,785 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 18:03:05,852 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 18:03:05,857 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 18:03:05,925 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 18:03:06,132 car_wrap.py, line 798, INFO:11
2025-07-13 18:03:06,132 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 18:03:16,359 car_wrap.py, line 881, INFO:lane_test
2025-07-13 18:03:18,419 car_wrap.py, line 881, INFO:reset
2025-07-13 18:03:21,119 car_wrap.py, line 881, INFO:debug
2025-07-13 18:03:22,647 car_wrap.py, line 881, INFO:hanoi_tower_func
2025-07-13 18:03:35,501 serial_wrap.py, line 78, ERROR:get_anwser error:device reports readiness to read but returned no data (device disconnected or multiple access on port?)
2025-07-13 18:03:35,501 serial_wrap.py, line 164, WARNING:尝试串口重连(1/3)...
2025-07-13 18:03:36,519 serial_wrap.py, line 170, INFO:串口重连成功，开始初始化...
2025-07-13 18:03:36,621 serial_wrap.py, line 178, WARNING:下位机握手/初始化失败，可能需要人工干预
2025-07-13 18:04:41,275 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 18:04:41,713 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 18:04:41,733 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 18:04:41,733 serial_wrap.py, line 297, INFO:load program
2025-07-13 18:04:43,548 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 18:04:43,596 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 18:04:44,119 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 18:04:44,120 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 18:04:44,121 car_wrap.py, line 147, INFO:my car init ok 0.011116504669189453
2025-07-13 18:04:47,110 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 18:04:47,187 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 18:04:47,192 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 18:04:47,258 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 18:04:47,263 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 18:04:47,331 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 18:04:47,336 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 18:04:47,404 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 18:04:47,612 car_wrap.py, line 798, INFO:11
2025-07-13 18:04:47,612 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 18:04:49,081 car_wrap.py, line 881, INFO:lane_test
2025-07-13 18:04:50,603 car_wrap.py, line 881, INFO:reset
2025-07-13 18:04:57,888 car_wrap.py, line 881, INFO:debug
2025-07-13 18:04:59,785 car_wrap.py, line 881, INFO:hanoi_tower_func
2025-07-13 18:05:59,145 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 18:05:59,229 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 18:05:59,266 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 18:05:59,787 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 18:05:59,788 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 18:05:59,789 car_wrap.py, line 147, INFO:my car init ok 0.011092901229858398
2025-07-13 18:06:02,773 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 18:06:02,850 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 18:06:02,855 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 18:06:02,922 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 18:06:02,927 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 18:06:02,994 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 18:06:02,999 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 18:06:03,065 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 18:06:03,272 car_wrap.py, line 798, INFO:11
2025-07-13 18:06:03,273 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 18:06:04,098 car_wrap.py, line 881, INFO:lane_test
2025-07-13 18:06:05,197 car_wrap.py, line 881, INFO:reset
2025-07-13 18:06:06,295 car_wrap.py, line 881, INFO:debug
2025-07-13 18:06:07,343 car_wrap.py, line 881, INFO:hanoi_tower_func
2025-07-13 18:06:16,785 serial_wrap.py, line 78, ERROR:get_anwser error:device reports readiness to read but returned no data (device disconnected or multiple access on port?)
2025-07-13 18:06:16,785 serial_wrap.py, line 164, WARNING:尝试串口重连(1/3)...
2025-07-13 18:06:17,803 serial_wrap.py, line 170, INFO:串口重连成功，开始初始化...
2025-07-13 18:06:17,904 serial_wrap.py, line 178, WARNING:下位机握手/初始化失败，可能需要人工干预
2025-07-13 18:06:34,363 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 18:06:34,799 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 18:06:34,819 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 18:06:34,820 serial_wrap.py, line 297, INFO:load program
2025-07-13 18:06:37,509 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 18:06:37,593 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 18:06:37,630 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 18:06:38,149 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 18:06:38,150 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 18:06:38,151 car_wrap.py, line 147, INFO:my car init ok 0.011220216751098633
2025-07-13 18:06:41,142 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 18:06:41,220 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 18:06:41,225 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 18:06:41,293 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 18:06:41,298 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 18:06:41,368 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 18:06:41,372 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 18:06:41,441 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 18:06:41,649 car_wrap.py, line 798, INFO:11
2025-07-13 18:06:41,649 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 18:06:43,224 car_wrap.py, line 881, INFO:lane_test
2025-07-13 18:06:44,537 car_wrap.py, line 881, INFO:reset
2025-07-13 18:06:45,744 car_wrap.py, line 881, INFO:debug
2025-07-13 18:06:46,950 car_wrap.py, line 881, INFO:hanoi_tower_func
2025-07-13 18:07:04,694 car_wrap.py, line 376, INFO:task location dis out
2025-07-13 18:07:07,993 car_wrap.py, line 376, INFO:task location dis out
2025-07-13 18:07:09,434 car_wrap.py, line 376, INFO:task location dis out
2025-07-13 18:07:50,026 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 18:07:50,111 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 18:07:50,149 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 18:07:50,672 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 18:07:50,672 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 18:07:50,673 car_wrap.py, line 147, INFO:my car init ok 0.011464834213256836
2025-07-13 18:07:53,654 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 18:07:53,749 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 18:07:53,754 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 18:07:53,825 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 18:07:53,830 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 18:07:53,900 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 18:07:53,905 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 18:07:53,976 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 18:07:54,183 car_wrap.py, line 798, INFO:11
2025-07-13 18:07:54,183 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 18:08:05,903 car_wrap.py, line 881, INFO:lane_test
2025-07-13 18:08:06,999 car_wrap.py, line 881, INFO:reset
2025-07-13 18:08:07,886 car_wrap.py, line 881, INFO:debug
2025-07-13 18:08:08,933 car_wrap.py, line 881, INFO:hanoi_tower_func
2025-07-13 18:08:24,245 car_wrap.py, line 369, INFO:time out
2025-07-13 18:08:26,068 serial_wrap.py, line 78, ERROR:get_anwser error:write failed: [Errno 19] No such device
2025-07-13 18:08:26,069 serial_wrap.py, line 164, WARNING:尝试串口重连(1/3)...
2025-07-13 18:08:27,087 serial_wrap.py, line 170, INFO:串口重连成功，开始初始化...
2025-07-13 18:08:27,188 serial_wrap.py, line 178, WARNING:下位机握手/初始化失败，可能需要人工干预
2025-07-13 20:01:04,143 serial_wrap.py, line 118, ERROR:未找到串口,查看是否插入了串口,或者查看下位机是否开机
2025-07-13 20:01:23,103 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:01:23,542 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 20:01:23,562 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 20:01:23,562 serial_wrap.py, line 297, INFO:load program
2025-07-13 20:01:25,378 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:01:25,428 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:02:27,975 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:02:28,064 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:02:28,121 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:02:32,021 arm_base.py, line 502, WARNING:timeout
2025-07-13 20:11:14,499 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:11:14,582 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:11:14,619 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:11:17,604 arm_base.py, line 502, WARNING:timeout
2025-07-13 20:11:37,381 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:11:37,467 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:11:37,505 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:11:42,418 arm_base.py, line 502, WARNING:timeout
2025-07-13 20:16:56,142 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:16:56,226 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:16:56,263 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:17:01,172 arm_base.py, line 502, WARNING:timeout
2025-07-13 20:18:26,730 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:18:26,814 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:18:26,850 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:18:31,762 arm_base.py, line 502, WARNING:timeout
2025-07-13 20:19:30,916 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:19:31,001 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:19:31,038 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:19:38,228 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:19:38,311 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:19:38,347 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:19:57,588 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:19:57,673 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:19:57,709 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:20:11,543 arm_base.py, line 502, WARNING:timeout
2025-07-13 20:20:25,405 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:20:25,489 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:20:25,525 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:21:15,195 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:21:15,281 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:21:15,318 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:21:15,723 arm_base.py, line 282, INFO:change side to 1
2025-07-13 20:21:49,323 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:21:49,764 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 20:21:49,785 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 20:21:49,785 serial_wrap.py, line 297, INFO:load program
2025-07-13 20:21:51,598 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:21:51,647 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:21:52,056 arm_base.py, line 282, INFO:change side to 1
2025-07-13 20:22:51,687 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:22:51,770 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:22:51,807 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:23:03,943 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:23:04,027 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:23:04,065 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:23:16,385 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:23:16,469 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:23:16,506 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:29:27,942 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:29:28,028 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:29:28,067 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:42:36,256 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:42:36,341 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:42:36,378 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:42:37,090 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 20:42:37,091 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 20:42:37,092 car_wrap.py, line 147, INFO:my car init ok 0.01159358024597168
2025-07-13 20:42:40,103 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 20:42:40,188 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 20:42:40,193 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 20:42:40,263 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 20:42:40,268 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 20:42:40,339 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 20:42:40,344 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 20:42:40,414 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 20:42:40,622 car_wrap.py, line 798, INFO:11
2025-07-13 20:42:40,622 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 20:42:47,217 car_wrap.py, line 881, INFO:arm_test
2025-07-13 20:42:50,767 car_wrap.py, line 881, INFO:follow_map
2025-07-13 20:42:51,652 car_wrap.py, line 881, INFO:task_help
2025-07-13 20:47:05,480 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
